"leverancier"	"aantal_kostensoorten"	"totaal_staffel"	"diversity"
"Le Ponpom Bloemsierkunst"	2	2	2
"LEREN DOOR ERVAREN"	2	2	2
"Les Copains Restaurant"	2	2	2
"Les Fleurs d'Amour"	2	2	2
"Les Pÿýcheurs B.V."	2	2	2
"Lesterhuis M en Zonen"	2	2	2
"LetC Communicatieadvies"	4	8	2
"L'Etoile Restaurant"	2	2	2
"Le Traiteur Exclusive Cateringspecialist"	2	2	2
"Letro Lichtreclame"	2	2	2
"Lets BV"	2	2	2
"Letselschade News"	2	2	2
"Letter Center Amstelveen"	2	2	2
"Letter Z Design"	2	2	2
"Lettow"	2	2	2
"LETTY MINNAAR O&O Advies"	2	2	2
"Leugemors Sport"	2	2	2
"Leukdoordebrievenbus"	2	2	2
"Leuke Dingen"	2	2	2
"Leunge"	2	2	2
"Levend Lijf"	2	2	2
"Levensgenieters"	2	2	2
"Le Vieux Jean Restaurant"	2	2	2
"Lexman Advocaten"	2	2	2
"Leza Efficiency"	2	2	2
"Leziz Restaurant"	2	2	2
"L.F. Wiggers-Rust"	2	2	2
"LGS Laboratory Glass Specialists"	2	2	2
"L. Hanssen"	2	2	2
"LHC Exploitatie"	2	2	2
"L.H. Kwant"	2	2	2
"L.H. Oldewarris Advies"	2	2	2
"L.H.W.M. Kaiser-Verstralen"	2	2	2
"Libelle"	2	2	2
"Libema Exploitatie"	2	2	2
"Libertijn Psychologisch Adviesbureau"	2	2	2
"Libra Zorggroep"	2	2	2
"LIBRT"	4	8	2
"Liccom"	2	2	2
"Licensing Executives Society"	2	2	2
"Licht & de Boer"	2	2	2
"Lichtendonk Lijsten VOF"	2	2	2
"Lichtfabriek"	2	2	2
"Lichthart Solutions"	2	2	2
"Lidwien Kamp"	2	2	2
"Liedewij Beheersmaatschappij"	2	2	2
"Lief en Leed"	2	2	2
"Liesbeth's Grandcafé"	2	2	2
"Lieve Belgisch Restaurant"	2	2	2
"Lieve Lente Eetcafe"	2	2	2
"Lieve Restaurant"	2	2	2
"Life Architect"	2	2	2
"Life & Garden"	2	2	2
"Lifeguard Academy"	2	2	2
"Life Projects"	2	2	2
"Life Safe Support"	2	2	2
"Life Support Walcheren"	2	2	2
"LifeTec Group B.V."	2	2	2
"LIFE WORK DESIGN"	2	2	2
"Liftned"	2	2	2
"Liftus"	2	2	2
"Lighthouse Business Management"	2	2	2
"Lighting Controls BV"	2	2	2
"Ligna Juridica"	2	2	2
"Lijn"	2	2	2
"Lijn 43"	2	2	2
"Lijst 37"	2	2	2
"Lijstenmakerij-Atelier Grijspaardt"	2	2	2
"Lijstenmakerij de Vos"	2	2	2
"Lijstenmakerij Sprenkels"	2	2	2
"Lijstenmakerij van Norden v.o.f."	2	2	2
"Lijst-In"	2	2	2
"Lijstnodig.nl"	2	2	2
"Like 2Organize B.V. (Vredesloop DH)"	2	2	2
"LIKEWISEACADEMY FOR NLP & COACHING"	2	2	2
"Lilia Christova Vertaalbureau"	2	2	2
"LiL. NL"	2	2	2
"LimeSquare"	2	2	2
"Limeta"	2	2	2
"LIMITS CONSULTING BV"	2	2	2
"Linda Brand Personal Coach"	2	2	2
"Linda Gomes Schrijftolkservice"	2	2	2
"Linden bedrijfskleding"	2	2	2
"Linguistic Systems"	2	2	2
"Linked into results"	2	2	2
"Link IN Green"	2	2	2
"Linnartz Opleidingengroep"	2	2	2
"Linneweever Optiek"	2	2	2
"LinniesFish"	2	2	2
"Linn Sittard"	2	2	2
"Linque Consult"	4	8	2
"Linsen Communicatie"	2	2	2
"Linsen Taxi"	2	2	2
"Linssen Advocaten"	2	2	2
"Linthorst op Locatie (incl. Huis Nieuw Rande)"	2	2	2
"Linthout"	2	2	2
"Linvest"	2	2	2
"L'invité le Restaurant"	2	2	2
"Linxx"	2	2	2
"Lioc"	2	2	2
"LioniX"	2	2	2
"Liqa B.V."	2	2	2
"LIS Consult/H.C. De Vriend"	2	2	2
"Listex Recycling"	2	2	2
"Li-Tech Inregelservice"	2	2	2
"Live Media Facilities"	2	2	2
"LiveStyle"	2	2	2
"Livetime Productions B.V."	2	2	2
"Living Story"	2	2	2
"LIVITION"	2	2	2
"Livit Orthopedie"	2	2	2
"L. Jagesar-Matai"	2	2	2
"L.J. Erkelens"	2	2	2
"LJWB"	2	2	2
"L. Kos"	2	2	2
"LKV Kantoorinrichting"	2	2	2
"Llanfarian Border Collies (Van der Zweep)"	2	2	2
"Lloyd's Restaurant"	2	2	2
"L.M. Ainchil"	2	2	2
"L. Martirosova"	2	2	2
"LMCG"	2	2	2
"Lobeco Beveiligingen"	2	2	2
"LOBO GRONINGEN B.V."	2	2	2
"Loburg B.V."	2	2	2
"Local Flavour"	2	2	2
"Locatie Museumpark"	2	2	2
"Locatus"	2	2	2
"Loci Forensic Products"	2	2	2
"LOCK"	2	2	2
"Locker Company"	2	2	2
"Lock Tight Sloten Service"	2	2	2
"Lodder Applicaties BV"	2	2	2
"Lodewieck"	2	2	2
"LODGE25"	2	2	2
"Lodge Service Nederland B.V."	2	2	2
"LODIN SURVEY"	2	2	2
"Loekie"	2	2	2
"Loes Geerlings Carpe Diem"	2	2	2
"Loes Huis- en Tuindiensten"	2	2	2
"Loetje a/d Kade luncherie"	2	2	2
"Loevendie Neijndorff Advocaten"	2	2	2
"Loft to Meet"	2	2	2
"Logement De Gaaper"	2	2	2
"Logement de Reiziger"	2	2	2
"Loggers Rubbertechniek B.V."	2	2	2
"Logic Medical B.V."	2	2	2
"Logikos Trainingen"	2	2	2
"Login Consultants Nederland"	4	8	2
"LOGISTIEK IN OPTIMA FORMA BV"	2	2	2
"LOGISTIEK UITGEVERIJ VOF"	2	2	2
"Logoprint"	2	2	2
"Logstor Nederland BV"	2	2	2
"Lohmann & Rauscher B.V."	2	2	2
"LÖHR HOLDING"	2	2	2
"Lois Cohen"	2	2	2
"Lokaal Mondiaal (Vice Versa)"	2	2	2
"Lokenberg Recruitment Services bv"	2	2	2
"Lokkia Catering Servives"	2	2	2
"Lole"	2	2	2
"Lolkema Bedrijfsgeneeskundig Advies"	2	2	2
"LOMAN-FONTEINE"	2	2	2
"LONGFONDS PATIENTENVERENIGING"	2	2	2
"Long Island"	2	2	2
"Long Sing, Chinees Specialiteiten Restaurant"	2	2	2
"Loodgietersbedrijf F. Weijde BV"	2	2	2
"Loodgietersbedrijf Kees van Dooren"	2	2	2
"Loods Hotel B.V."	2	2	2
"Loogman Carwash"	2	2	2
"Looierij Museum De"	2	2	2
"LookAt B.V."	2	2	2
"LookDown luchtfotografie"	2	2	2
"Loomancoaching"	2	2	2
"Loomans Cleaning Services VOF"	2	2	2
"Loonbedr.en Groenvoorz. v.d. Berg"	2	2	2
"Loon & Grondwerkbedrijf J. Elenbaas B.V."	2	2	2
"Loopbaanadvies en Training"	2	2	2
"Loopbaaninzicht"	2	2	2
"Loopbaanonderhoudsgroep"	2	2	2
"Loos van Vliet"	2	2	2
"Loots Grondwatertechniek"	2	2	2
"LOPENDE ZAKEN"	2	2	2
"Lorist"	2	2	2
"Lorjé kantoorvakhandel"	2	2	2
"LORKEERS"	2	2	2
"L'Ortye Transport en Milieu"	2	2	2
"Los Argentinos"	2	2	2
"Los Management"	2	2	2
"Lost Lemon"	2	2	2
"Lotte Kanters"	2	2	2
"Lotuskring De acht zaligheden"	2	2	2
"Lotus Praktijk"	2	2	2
"Lotus Shop"	2	2	2
"Lotus Sleutels Nederland"	2	2	2
"Lotusstudiekring Assen"	2	2	2
"Lotusstudiekring Rivierenland"	2	2	2
"Louisa Vijfschaft Juridisch Advies"	2	2	2
"Louise te Poele"	2	2	2
"LOUISE VINKE CONSULTANCY AND COACHING"	2	2	2
"Lounge 8"	2	2	2
"Louter Bureau"	2	2	2
"Loutje den Tex"	2	2	2
"Louwers Uitgeversorganisatie"	2	2	2
"Louwke Meinardi"	2	2	2
"Louwman Arnhem"	2	2	2
"Louwman Exclusive Cars B.V."	2	2	2
"Louwman & Parqui"	2	2	2
"Love 2 Learn"	2	2	2
"LOVINK D.W. EN ZN."	2	2	2
"Lowijs en van Rossum"	2	2	2
"Lowik"	2	2	2
"Loxam B.V."	2	2	2
"Loyalty Makers BV"	4	8	2
"LPD Luteijn Personeelsdiensten"	2	2	2
"L.P.E. Mulder"	2	2	2
"L.P. Heinsman"	2	2	2
"LRE Weegtechniek"	2	2	2
"LSG Rentray"	2	2	2
"LSV GBKN Landelijk Samenwerkingsverband"	2	2	2
"LTC VECHTLUST"	2	2	2
"L.T. Horsman"	2	2	2
"L. Timmerman en Zonen"	2	2	2
"L. Timmermans"	2	2	2
"Lubee Pinverhuur BV"	2	2	2
"Luchas Promotions"	2	2	2
"Luchtsignaal B.V."	2	2	2
"LUCOTETIA"	2	2	2
"Lucullus Broodje"	2	2	2
"Lucy's Inn"	2	2	2
"Lugano chocolaterie"	2	2	2
"Luijten Groentechniek BV"	2	2	2
"Luijten VVZ"	2	2	2
"Luisa Parlato"	2	2	2
"Lukkien Auto Aanpassingen"	2	2	2
"Lukon Air"	2	2	2
"Lulof"	2	2	2
"Luna Catering"	2	2	2
"Lunchbezorgen.nu"	2	2	2
"Lunchbus"	2	2	2
"Lunchcafé Lente"	2	2	2
"Lunchduck"	2	2	2
"LUNCHROOM 030 V.O.F"	2	2	2
"Lunchroom Bart"	2	2	2
"LUNCHROOM FOLKERTS V.O.F."	2	2	2
"Lunchroom Royal Corner"	2	2	2
"Lunick Horecaverhuur"	2	2	2
"L'Union Café-Restaurant"	2	2	2
"Luno Kitchen"	2	2	2
"Lupa Aircraft Models"	2	2	2
"Luré Stadscafe"	2	2	2
"Lust Cafe (Bisjamon)"	2	2	2
"Lustre Brasserie"	2	2	2
"LUTEIJN BOUKUNDIG ADVIESBUREAU"	2	2	2
"Luther Grandcafé"	2	2	2
"Lutterman"	2	2	2
"Luuk Poorthuis"	2	2	2
"Luuk Westerkamp Rijwielhuis"	2	2	2
"Luvia Trading"	2	2	2
"LuWat Inregeltechniek B.V."	2	2	2
"Luxe Bakkerij D. Ten Hoopen"	2	2	2
"Luxor Good-Clean"	2	2	2
"Luxor Restaurant Leiden"	2	2	2
"Lux Restaurant"	2	2	2
"Lux Stg"	2	2	2
"Luyt Machinefabriek"	2	2	2
"L van Bentum opleidingen"	2	2	2
"L. van Boxsel"	2	2	2
"L. van Ingen Soil Sampling"	2	2	2
"L. van Seggelen"	2	2	2
"LVB Premium Store"	2	2	2
"LVE Loo van Eck"	2	2	2
"LVR Snackwagen"	2	2	2
"LV Sound"	2	2	2
"Lydia Jumelet"	2	2	2
"Lyf's Grand Café-Restaurant"	2	2	2
"LYMAR"	2	2	2
"Lysias"	2	2	2
"M2C Telecom BV"	2	2	2
"M3H architecten"	2	2	2
"M7 Group (Canaldigitaal)"	2	2	2
"Maacc Bestuuradvies Realisatie en Ontwikkeling"	2	2	2
"Maaike Poulussen"	2	2	2
"MAAK RUIMTE"	2	2	2
"Maallust Bierbrouwerij"	2	2	2
"Maaltijdenwinkel & Catering"	2	2	2
"Maan Training & coaching"	2	2	2
"Maarse en Mensen"	2	2	2
"Maartensdijk Montage"	2	2	2
"Maarten Tromp Advocaten B.V."	2	2	2
"Maas Auto Groep"	2	2	2
"Maasdak"	2	2	2
"Maasdriel Stichting Beheer en Exploitatie Sport- en Manifestatiehal"	2	2	2
"Maas Energy Systems B.V."	2	2	2
"Maas en Meer"	2	2	2
"Maas Groep"	2	2	2
"Maashof"	2	2	2
"M.A. Aslander"	2	2	2
"Maaspoort Auto"	2	2	2
"Maat- en Orthopedisch Schoenatelier Linneweever"	2	2	2
"MAATSCHAP A. EN C. WASSINK-TER MATE"	2	2	2
"Maatschap Chirurgie West Brabant"	2	2	2
"Maatschap de Weerd"	2	2	2
"Maatschap Dierenartsencentrum Oosterwolde"	2	2	2
"Maatschap Drs. J. Kaandorp en Dr. C.M. Kaandorp-Huber"	2	2	2
"Maatschap Huisartsen"	2	2	2
"Maatschap Huisartsenpraktijk Staten"	2	2	2
"Maatschap Interne Geneeskunde"	2	2	2
"Maatschap J.J. Ritsema & G.M. Ritsema-Holtman"	2	2	2
"Maatschap K.J., J.J. en J.K. van Weperen"	2	2	2
"MAATSCHAP KROESE WEVERS"	2	2	2
"Maatschap Longgeneeskunde Woerden"	2	2	2
"Maatschap Oogartsen"	2	2	2
"Maatschap Orthopaedie Rijnland"	2	2	2
"Maatschap Orthopedie"	2	2	2
"Maatschap Plastische Chirurgie"	2	2	2
"Maatschap Psychologenpraktijk"	2	2	2
"MAATSCHAP TEN CATE-SCHURER"	2	2	2
"Maatschap van Burgsteden en van Burgsteden"	2	2	2
"MAATSCHAP VOOR MEDEZEGGENSCHAP"	2	2	2
"Maat Techniek B.V."	2	2	2
"Mabeth Ciurans"	2	2	2
"Mabi Hotel Restaurant"	2	2	2
"Mabi Techniek"	2	2	2
"Macampo"	2	2	2
"Macaw Nederland"	2	2	2
"Mac Carwash"	2	2	2
"MACentertainment"	2	2	2
"Mach3builders"	2	2	2
"Mach.fabr. en Reparat.bedr. W. Bakker V.O.F."	2	2	2
"Machiel Alserda"	2	2	2
"Machiels Advocaten"	2	2	2
"Machinefabriek Rinsma"	2	2	2
"Machinehandel Bruntink"	2	2	2
"Machteld Maris"	2	2	2
"MAC I.S."	2	2	2
"M.A.C. Kraak"	2	2	2
"Maco Pharma Nederland B.V."	2	2	2
"Macrocad"	2	2	2
"MacroConsult"	2	2	2
"Mactwin"	2	2	2
"M.A.C. Von Overmeire-De Vilder"	2	2	2
"Macy's Haarlemmermeerstation"	2	2	2
"Made by You workshops"	2	2	2
"Made in Holland Lederatelier V.O.F."	2	2	2
"Madeko Office Solution"	2	2	2
"Madeleen Driessen"	2	2	2
"Madeleine Schuurmans"	2	2	2
"Madestein Partycentrum-Restaurant"	2	2	2
"Madetina B.V."	2	2	2
"Mad Venture"	2	2	2
"Maes Ecologisch Adviesbureau"	2	2	2
"MagazijnPlaza B.V."	2	2	2
"Magema"	2	2	2
"Magic Flower"	2	2	2
"MAGIC HANDS"	2	2	2
"Magic Mike"	2	2	2
"Magic Minded"	2	2	2
"Magic Outdoor Sports"	2	2	2
"Maglitewinkel Flashlights"	2	2	2
"Magma It Solutions"	2	2	2
"Magma Publicaties"	2	2	2
"Magnetico Exploitatie B.V."	2	2	2
"MAGNIN & SCHIPPER BV."	2	2	2
"M.A.G. Rutten"	2	2	2
"Magsoft"	2	2	2
"Magt Advies"	2	2	2
"Mahanakorn Thais Restaurant"	2	2	2
"Mahieu Web Development"	2	2	2
"MAI Bake"	2	2	2
"Maintec"	2	2	2
"Maintenance Education Consortium"	2	2	2
"Maison Louis B.V."	2	2	2
"MAISON LUUK"	2	2	2
"MAITRE DEUX CATERING"	2	2	2
"Maitreya Boekhandel"	2	2	2
"Majel Lustenhouwer Muziekprodukties"	2	2	2
"M.A.J.M. Loo"	2	2	2
"M.A.J. Nijenhuis"	2	2	2
"Makedonia"	2	2	2
"Makelaarscentrum"	4	8	2
"Making Films For Nigel"	2	2	2
"MAK Installatiebedrijf"	2	2	2
"Makkelie, P."	2	2	2
"Makkinga Advies Lokale Belastingen"	2	2	2
"M. Albertina"	2	2	2
"Malchat"	2	2	2
"Malengo"	4	8	2
"Malmberg Uitgeverij"	2	2	2
"Malou Cohen Kunstenaar"	2	2	2
"M.A.M. Boersma Consultancy"	2	2	2
"MAMcoaching"	2	2	2
"Management Buy-in B.V. (Transmind)"	2	2	2
"Management & Career Consultancy"	2	2	2
"Management Expedition"	2	2	2
"Managementissues"	2	2	2
"MANAGENET B.V."	2	2	2
"Manaz"	2	2	2
"Mandarijn City"	2	2	2
"Mandarin Palace"	2	2	2
"Manders Advocaten"	2	2	2
"Manders Electronica & Computers"	2	2	2
"MAN Diesel & Turbo"	2	2	2
"MandYoga"	2	2	2
"Manege Bruin"	2	2	2
"MANEGE CHARDON"	2	2	2
"Manege De Gouwe Reijers"	2	2	2
"Manege Korps Rijdende Artillerie"	2	2	2
"Manege RCA"	2	2	2
"Manege 't Hetjen BV"	2	2	2
"Manfred J.C. Niemann Nederland B.V."	2	2	2
"Mango's Beachbar"	2	2	2
"Mangrove"	4	8	2
"Manhard"	2	2	2
"MANNAK C.G."	2	2	2
"Manna van 't Slot van Bureau Signaal"	2	2	2
"Mannen van De Maas"	2	2	2
"MANOLIS ISKIS DANCING"	2	2	2
"Mansal Research & Development"	2	2	2
"MANSCHOT BOEKHANDEL"	2	2	2
"Maquette Atelier"	2	2	2
"Maqutos"	4	8	2
"Maranta"	2	2	2
"Maranti Mixed"	2	2	2
"Maranza"	2	2	2
"Marathon Eindhoven"	2	2	2
"MARBERTS BALLONVAARTEN"	2	2	2
"Marc Ausems Optiek"	2	2	2
"Marcel Adriaansz"	2	2	2
"Marcela Kruger Communicatie"	2	2	2
"Marcel by Middeldorp"	2	2	2
"Marcel de Greef Schilderwerken"	2	2	2
"Marcel en Ruud Bloembinders"	2	2	2
"Marcel Jongen"	2	2	2
"Marcel Kentin Photography"	2	2	2
"Marcel Molle"	2	2	2
"Marcel Oosten Hekwerk"	2	2	2
"Marcel's Bloemenshop"	2	2	2
"Marcel van den Bergh"	2	2	2
"MARCO KLEIN AND PARTNERS"	2	2	2
"Marcom Recycling Machinery B.V."	2	2	2
"Marco Pastors"	2	2	2
"Marco Polo Tolk- en Vertaalbureau Chinees"	2	2	2
"Marco's Bloemen"	2	2	2
"Marcus Executive Car Service"	2	2	2
"Marel Stork Poultry Processing BV"	2	2	2
"Maretti Projectverlichting"	2	2	2
"Margareta Svensson"	2	2	2
"MARGARET EN FRANS DOFF-SOTTA"	2	2	2
"Margo Kistemaker inspiratie & energiewerk"	2	2	2
"Margot de Ruiter"	2	2	2
"Margot Kok Onderwijs Projecten"	2	2	2
"Margot Peters Praktijk voor Natuurgeneeskunkige Therapie"	2	2	2
"Margreeth van der Kooij"	2	2	2
"Margriet Brand Chocola"	2	2	2
"Margriet Brandsma Media"	2	2	2
"Margriet van Lith"	2	2	2
"Maria Edith Insituto Integral"	2	2	2
"Maria Henneman Media"	2	2	2
"Maria Lamslag"	2	2	2
"Marianne de Jong"	2	2	2
"Marianne Welie"	2	2	2
"Maria Roelofs; training, supervisie en coaching"	2	2	2
"Marie Cecile Thijs Fotografie"	2	2	2
"Marieke Korndewal Tolk Gebarentaa"	2	2	2
"Marieke van Vlierden"	2	2	2
"Marienbergh Incasso Services"	2	2	2
"Mariët de Haan"	2	2	2
"Marije Clemens"	2	2	2
"Marijke Geertsema - Juridisch"	2	2	2
"Marijke van Dijk Organisatieadvies & Coaching"	2	2	2
"Marijke Verduyn Tekst & Advies"	2	2	2
"Marijke Vromans Communicatieadvies & Teksten"	2	2	2
"MARIJ VULTO ONDERZOEK & ADVIES"	2	2	2
"Marikesj"	2	2	2
"Marina Schokkerstrand B.V."	2	2	2
"Marine Golfclub Nieuwediep"	2	2	2
"Marinjo Abonnementadministratie"	2	2	2
"Marinol"	2	2	2
"Marisa Beretta"	2	2	2
"MARITIEM SERVICE CENTER A. BRAND B."	2	2	2
"Maritime Hotel Rotterdam"	2	2	2
"Marius Jouw Wijnvriend"	2	2	2
"Marjan Beeker Aanbestedingsjurist"	2	2	2
"MARJOLEIN KLAASSEN COMMUNICATIE"	2	2	2
"Marjo Speelgoed"	2	2	2
"Mark Academy voor Leefstijl BV"	2	2	2
"MARKEN FIETSVERHUUR"	2	2	2
"Markerpoint"	2	2	2
"Markies Entertainment Producties"	2	2	2
"Marko"	2	2	2
"Mark Prins Fotografie"	2	2	2
"Mark Schelvis"	2	2	2
"Marks Editing And Translation"	2	2	2
"Marks, Mevr. H."	2	2	2
"Marks Wachters Notarissen"	2	2	2
"MARK TOXOPEUS"	2	2	2
"Marktservice"	2	2	2
"MARKTSLAGER VAN BUSSEL & V.D.BRINK"	2	2	2
"Mark Two Communications"	2	2	2
"Markus Aannemingsmaatschappij"	2	2	2
"Markus & Markus Siroopwafels"	2	2	2
"Mark van Eeuwen Productions"	2	2	2
"Mark van Wengen Produkties"	2	2	2
"Marleen Kamminga"	2	2	2
"Marlene van Duin CLI"	2	2	2
"Marlies Dijkstra Communicatie"	2	2	2
"Marloes Clemens"	2	2	2
"Marlot Cafe Tennispark"	2	2	2
"Marlou Kleve Coaching en Mindfulnesstrainingen"	2	2	2
"Marned B.V."	2	2	2
"Marrakech@home"	2	2	2
"Marten Disberg"	2	2	2
"Martens Groente- en Fruitspeciaalzaak"	2	2	2
"Martijn de Laat Music"	2	2	2
"Martijn Vroemen Organisatieadvies"	2	2	2
"MartinDeGroot Consultancy"	2	2	2
"Martini Advocaten"	2	2	2
"Martinique"	2	2	2
"Martini Ziekenhuis"	2	2	2
"Martin van Gelder Karikaturist"	2	2	2
"Mart Van Dam Sporthuis"	2	2	2
"Mart. Warmerdam B.V."	2	2	2
"Mart & Wilma Verstegen"	2	2	2
"Maru International Business Consulting"	2	2	2
"Maruna"	2	2	2
"M.A. Scheltema"	2	2	2
"MASconsultancy"	2	2	2
"Mascotte Zuid BV."	2	2	2
"MAS Geluidstechniek"	2	2	2
"Masimo International Sarl"	2	2	2
"Maskerade"	2	2	2
"Más Mik Catering"	2	2	2
"Mast Creativiteit"	2	2	2
"MASTENBAR DE"	2	2	2
"Masterfoam B.V."	2	2	2
"Masterkey-Plus"	4	8	2
"Master Omega"	2	2	2
"Masters Diervoerders B.V."	2	2	2
"Matchcare"	2	2	2
"Matchmark"	2	2	2
"Matdesign"	2	2	2
"Matex Deuren"	2	2	2
"Mathieu's Home Catering"	2	2	2
"Mathilde Dusol Fotografie"	2	2	2
"Matix Souvenirs BV."	2	2	2
"Matoeta (Ingrid Eijssink Analytische Coaching)"	2	2	2
"Mato Verlichting"	2	2	2
"Matser D."	2	2	2
"Matsu Consultancy"	2	2	2
"Matsuru"	2	2	2
"Matter Ongediertebestrijding"	2	2	2
"Matthijs de Boer Stedenbouw"	2	2	2
"MATTHIJS INDUSTRIAL SUPPLIES"	2	2	2
"Matthijssen Keurslager C.V."	2	2	2
"Mattie Training & Coaching"	2	2	2
"Mattijsen Audio Electronics"	2	2	2
"Maureen Cuisine"	2	2	2
"Maurice van Kalleveen"	2	2	2
"Maurits Groen Milieu en Communicatie"	2	2	2
"Mauritz en Zonen, A."	2	2	2
"MAUSER Benelux"	2	2	2
"M.A. van der Vlugt"	2	2	2
"M.A. van Os"	2	2	2
"MAVV / BAR"	2	2	2
"Ma Westerborg"	2	2	2
"Mawi"	2	2	2
"MAWI Beveiliging en Toegangsbeheer B.V."	2	2	2
"MAX AARTS J. BV"	2	2	2
"Maxanter Muziekproducties"	2	2	2
"MaxFax"	2	2	2
"MaxiAxi B.V."	2	2	2
"Maxima Tapijten"	2	2	2
"Maximiliaan Holding B.V."	2	2	2
"Maximum"	2	2	2
"Max Koot Studio"	4	8	2
"Maxon Motor Benelux"	2	2	2
"Maxwise V.O.F."	2	2	2
"Maxxia (Noviosign)"	2	2	2
"Maxximap"	2	2	2
"MAYA PIJPERS OPTIEK"	2	2	2
"MAYER-NETWORK BENELUX"	2	2	2
"Mazon B.V."	2	2	2
"MB3"	2	2	2
"MBCQ"	2	2	2
"MBI B.V."	2	2	2
"M.B.M. Marianne Banning-Mul"	2	2	2
"MBO Academie"	2	2	2
"MBO Raad"	2	2	2
"MBS Brandwachten"	2	2	2
"MBT MANAGEMENT &  ADVIES"	2	2	2
"MBT-Zonneveld"	2	2	2
"M.B. Veenswijk Holding"	2	2	2
"MCB Nederland"	2	2	2
"M.C. Design"	2	2	2
"M.C.D.P. Weggeman Adviespraktijk"	2	2	2
"MC D-Way"	2	2	2
"M.C.J. van Rijn"	2	2	2
"MCM Vlaggen Bennekom"	2	2	2
"M.C. Overduin"	2	2	2
"MCS-ARBO"	2	2	2
"MCS Diagnostics"	2	2	2
"MC Snack-Catering"	2	2	2
"M. de Bree-Pleumeekers"	2	2	2
"M. de Klerk"	2	2	2
"M. De Koning"	2	2	2
"M. De Rooij Sound Service"	2	2	2
"M. de Vin Grafische omgeving"	2	2	2
"M. De Vries"	2	2	2
"MDH Audiovisueel"	2	2	2
"MD Techniek"	2	2	2
"MD Training-coaching-consult"	2	2	2
"Meander Uitvaartopleidingen"	2	2	2
"MEAN IT Consultancy"	2	2	2
"Measurement Science Consultancy"	2	2	2
"Meatlovers"	2	2	2
"MECHANISATIEBEDRIJF TIJMS V.O.F."	2	2	2
"MEC mediabureau"	2	2	2
"MEC Training en Advies"	2	2	2
"Medac Life Support Training"	2	2	2
"MedCat B.V."	2	2	2
"Medeco"	2	2	2
"MedEduca BV"	2	2	2
"MEDE MOGELIJK GEMAAKT DOOR"	2	2	2
"Medendorp en van der Poel"	2	2	2
"Medentex GmbH"	2	2	2
"Mediacenter Automatisering"	2	2	2
"MediaCenter Rotterdam B.V."	2	2	2
"MediaCom b.v."	2	2	2
"MEDIA @ EVENTS"	2	2	2
"Mediagram"	2	2	2
"Mediagraphix Studio Smulders"	2	2	2
"Media Instituut Eindhoven"	2	2	2
"Media & Internet"	2	2	2
"Mediamatic"	2	2	2
"Media Mission"	4	8	2
"Mediant GGZ"	2	2	2
"Media Point"	2	2	2
"Media Service Maastricht"	2	2	2
"Mediationbureau Eindhoven"	2	2	2
"Mediation College"	2	2	2
"Media Vision"	2	2	2
"Medicall Life Support"	2	2	2
"Medical Measurement Systems"	2	2	2
"Medical Work"	2	2	2
"Medicare Uitgeest B.V."	2	2	2
"Medico-Care B.V."	2	2	2
"Medicomfort B.V."	2	2	2
"Mediconsultancy B.V."	2	2	2
"Medifit Bolnes"	2	2	2
"Medifit Sportcentrum"	2	2	2
"Medifix"	2	2	2
"Medimpex Systems"	2	2	2
"medi Nederland B.V."	2	2	2
"Medior Comfort VOF"	2	2	2
"Mediost"	2	2	2
"Medirond EHBO-BHV Opleidingen"	2	2	2
"Medisch Centrum Leeuwarden"	2	2	2
"Medisch Centrum Molenvliet"	2	2	2
"Medisch Centrum Sint Anna"	2	2	2
"Medisch Centrum Zuid"	2	2	2
"Medische Benodigdheden"	2	2	2
"Medische Faculteitsvereniging"	2	2	2
"Medische Faculteits Vereniging Rott"	2	2	2
"Medische Faculteitsvereniging VUMC"	2	2	2
"Medisch Service Nederland"	2	2	2
"Medity"	2	2	2
"Medivent Training en Support"	2	2	2
"MediWerk B.V."	2	2	2
"Medo Clean"	2	2	2
"Medprevent"	2	2	2
"Meds Mediterraan Restaurant & Tapas"	2	2	2
"Medtronic Trading NL B.V."	2	2	2
"Medutec"	2	2	2
"Medy van der Laan"	2	2	2
"Meer dan Hout B.V."	2	2	2
"Meerendonk Hotel Park"	2	2	2
"Meerts Belastingadvies en Rechtsbijstand"	2	2	2
"Meer vd Corrosie Consultancy"	2	2	2
"MEERWAARDE COMMUNITY BUILDING"	2	2	2
"Meerwold"	2	2	2
"Meerzicht & van Maanen Verkeersscho"	2	2	2
"MEES EN ZOONEN VERZEK MAKELAARS"	2	2	2
"Meester Advocaten"	2	2	2
"MEESTERKEUKENS BV"	2	2	2
"Meetables"	2	2	2
"MEET AND C B.V."	2	2	2
"MEETBAND DE PERS VER"	2	2	2
"Meetbureau Bijleveld"	2	2	2
"MeetingDistrict"	2	2	2
"Meetingpartners"	2	2	2
"Meet The Brain"	2	2	2
"Meetwinkel B.V."	2	2	2
"Meevers Sport"	2	2	2
"Meezun2en"	2	2	2
"Megaborn Traffic Development"	4	8	2
"Megastore Almere B.V."	2	2	2
"Megastore Houten"	2	2	2
"Megastore Zwolle"	2	2	2
"Mega Technics"	2	2	2
"Megens Elektro"	2	2	2
"Meiborg Producties"	2	2	2
"Meijco Elektro Holland B.V."	2	2	2
"Meijer & Associates (Consultants)"	2	2	2
"Meijer Ijzerwaren"	2	2	2
"Meijering van Kleef Ficq & van der Werf Advocaten"	2	2	2
